EID	massfeature_rows	str_row_ion	compounds	compound_names
E1006	row8053;row8081;row8601	row8053_M+H[1+];row8081_M(C13)+H[1+];row8601_M+Na[1+]	C01124;C05469;C00735;C05473	18-Hydroxycorticosterone$17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione; 5beta-Pregnane-17alpha,21-diol-3,11,20-trione; 4,5beta-Dihydrocortisone$Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M$11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al
E1007	row8602	row8602_M+Na[1+]	C01124;C05469;C00735;C05473	18-Hydroxycorticosterone$17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione; 5beta-Pregnane-17alpha,21-diol-3,11,20-trione; 4,5beta-Dihydrocortisone$Cortisol; Hydrocortisone; 11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione; Kendall's compound F; Reichstein's substance M$11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al
E1010	row8612	row8612_M+H[1+]	C01802;C00599;C05437;C05439;C01164;C05443	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol$Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one$Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol$5alpha-Cholesta-7,24-dien-3beta-ol$Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3$Vitamin D3; Cholecalciferol
E1011	row8611	row8611_M+H[1+]	C01802;C00599;C05437;C05439;C01164;C05443	Desmosterol; 24-Dehydrocholesterol; Cholesta-5,24-dien-3beta-ol$Cholest-4-en-3-one; Cholestenone; 4-Cholesten-3-one$Zymosterol; delta8,24-Cholestadien-3beta-ol; 5alpha-Cholesta-8,24-dien-3beta-ol$5alpha-Cholesta-7,24-dien-3beta-ol$Cholesta-5,7-dien-3beta-ol; 7-Dehydrocholesterol; Provitamin D3$Vitamin D3; Cholecalciferol
E1012	row3280;row3300	row3280_M+H[1+];row3300_M(C13)+H[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
E1013	row3279	row3279_M+H[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
E1015	row9195	row9195_M+Na[1+]	CE2846	fructoselysine 3-phosphate
E1016	row9194;row9196;row9197;row9198	row9194_M+Na[1+];row9196_M+Na[1+];row9197_M+Na[1+];row9198_M+Na[1+]	CE2846	fructoselysine 3-phosphate
E1020	row3318	row3318_M+H[1+]	C16586;CE2173	2-Phenyl-1,3-propanediol monocarbamate$
E1022	row8751;row8775	row8751_M+H[1+];row8775_M(C13)+H[1+]	CE6444;CE6445;CE6446;CE6448;CE6451;CE6450;CE6447;CE6449	$$$$$$$
E1028	row8253;row8279	row8253_M+H[1+];row8279_M(C13)+H[1+]	C05963	
E1029	row9342	row9342_M+Na[1+]	C04483;C02528	3alpha,12alpha-Dihydroxy-5beta-cholanate; Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid$Chenodeoxycholate; Chenodeoxycholic acid; 3alpha,7alpha-Dihydroxy-5beta-cholanic acid; Chenodiol
E1032	row3343;row3347;row3353;row8787;row8788;row8815;row8817;row9341	row3343_M+2H[2+];row3347_M+2H[2+];row3353_M(C13)+2H[2+];row8787_M+H[1+];row8788_M+H[1+];row8815_M(C13)+H[1+];row8817_M(C13)+H[1+];row9341_M+Na[1+]	C04483;C02528	3alpha,12alpha-Dihydroxy-5beta-cholanate; Deoxycholic acid; Deoxycholate; 3alpha,12alpha-Dihydroxy-5beta-cholanic acid$Chenodeoxycholate; Chenodeoxycholic acid; 3alpha,7alpha-Dihydroxy-5beta-cholanic acid; Chenodiol
E1033	row3364;row3392;row3946	row3364_M[1+];row3392_M+H[1+];row3946_M+Na[1+]	C05584	3-Methoxy-4-hydroxymandelate; Vanillylmandelic acid
E1034	row3391	row3391_M+H[1+]	C05584	3-Methoxy-4-hydroxymandelate; Vanillylmandelic acid
E1036	row3370	row3370_M+H[1+]	C05588	L-Metanephrine
E1049	row3499;row3531	row3499_M+H[1+];row3531_M(C13)+H[1+]	C03626	Nomega,Nomega'-Dimethyl-L-arginine; NG,NG-Dimethyl-L-arginine
E1050	row3459;row4059	row3459_M[1+];row4059_M+Na[1+]	C03626	Nomega,Nomega'-Dimethyl-L-arginine; NG,NG-Dimethyl-L-arginine
E1056	row10448;row9040	row10448_M+HCOONa[1+];row9040_M+H[1+]	C06340;C05451;C05500;C05502;C13550;C15519;C03594	27-Hydroxycholesterol$7alpha-Hydroxy-5beta-cholestan-3-one$20alpha-Hydroxycholesterol$22beta-Hydroxycholesterol; (22R)-22-Hydroxycholesterol$24-Hydroxycholesterol; Cerebrosterol; Cholest-5-ene-3,24-diol; (24S)-24-Hydroxycholesterol$25-Hydroxycholesterol$7 alpha-Hydroxycholesterol
E1063	row4074	row4074_M+Na[1+]	C00331	Indolepyruvate; Indolepyruvic acid; (Indol-3-yl)pyruvate; Indole-3-pyruvate; 3-(Indol-3-yl)pyruvate
E1067	row9653	row9653_M+Na[1+]	CE2616	2-hydroxyamino-MeIQx-N2-(beta-1-glucosiduronyl)-2-hydroxyamino-3,8-dimethylimidazo[4,5-f]quinoxaline
E1072	row3587;row3618;row4136	row3587_M+H[1+];row3618_M(C13)+H[1+];row4136_M+Na[1+]	C05660	5-Methoxyindoleacetate
E1074	row3562;row3590;row4107	row3562_M+H[1+];row3590_M(C13)+H[1+];row4107_M+Na[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E1075	row3563	row3563_M+H[1+]	C00078;C00525	L-Tryptophan$D-Tryptophan
E1077	row9729	row9729_M+Na[1+]	CE2863	neurotensin 11-13
E1079	row9146	row9146_M+H[1+]	CE2863	neurotensin 11-13
E1081	row3595	row3595_M+H[1+]	C01259	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine
E1084	row3594	row3594_M+H[1+]	C01259	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine
E1086	row9180	row9180_M+Na[1+]	C03091;CE2315;C01189;C03845;C00187	5beta-Cholestan-3-one; Coprostan-3-one$cholesta-8(9)-en-3beta-ol$5alpha-Cholest-7-en-3beta-ol; Lathosterol$5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol$Cholesterol
E1087	row8673	row8673_M+H[1+]	C03091;CE2315;C01189;C03845;C00187	5beta-Cholestan-3-one; Coprostan-3-one$cholesta-8(9)-en-3beta-ol$5alpha-Cholest-7-en-3beta-ol; Lathosterol$5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol$Cholesterol
E1090	row3588	row3588_M+Na[1+]	C05589;C00788	L-Normetanephrine$L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol
E1093	row9803	row9803_M+Na[1+]	CE5700	12-hydroperoxyeicosatetraenoate glyceryl ester
E1095	row9228	row9228_M+H[1+]	CE5700	12-hydroperoxyeicosatetraenoate glyceryl ester
E1096	row9227;row9254	row9227_M+H[1+];row9254_M(C13)+H[1+]	CE5700	12-hydroperoxyeicosatetraenoate glyceryl ester
E1105	row3614	row3614_M+H[1+]	C00725;C04593	Lipoate; Lipoic acid; alpha-Lipoic acid; Thioctic acid$(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate; Methylisocitrate; Methylisocitric acid
E1108	row4193	row4193_M+Na[1+]	C01252	4-(2-Aminophenyl)-2,4-dioxobutanoate
E1111	row3668	row3668_M+H[1+]	C02147	Dihydrolipoate; Dihydrolipoic acid; Dihydrothioctic acid
E1113	row3673;row3694;row3695;row4213	row3673_M+H[1+];row3694_M(C13)+H[1+];row3695_M(C13)+H[1+];row4213_M+Na[1+]	C00328;C05647	L-Kynurenine$Formyl-5-hydroxykynurenamine
E1117	row9381;row9402;row9424	row9381_M[1+];row9402_M+H[1+];row9424_M(C13)+H[1+]	CE1924	(+)-gama-tocopherol
E1118	row3714	row3714_M+H[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E1119	row3696;row3733;row4253;row5637	row3696_M[1+];row3733_M(C13)+H[1+];row4253_M+Na[1+];row5637_M+HCOONa[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E1121	row3732;row3756	row3732_M+H[1+];row3756_M(C13)+H[1+]	CE2176	3-O-methyldopa
E1124	row8994;row9563	row8994_M+H[1+];row9563_M+Na[1+]	C05455;C01561	7alpha-Hydroxycholest-4-en-3-one$Calcidiol; 25-Hydroxyvitamin D3; Calcifediol; Calcifediol anhydrous
E1128	row3759;row4342;row5753	row3759_M[1+];row4342_M+Na[1+];row5753_M+HCOONa[1+]	CE5310;CE5322	4(R)-hydroxy-dodec-6Z-enoate$4(S)-hydroxy-dodec-6Z-enoate
E1129	row4343;row5754	row4343_M+Na[1+];row5754_M+HCOONa[1+]	CE5310;CE5322	4(R)-hydroxy-dodec-6Z-enoate$4(S)-hydroxy-dodec-6Z-enoate
E1131	row9668	row9668_M+Na[1+]	C05452	3alpha,7alpha-Dihydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha-diol
E1133	row9667	row9667_M+Na[1+]	C05452	3alpha,7alpha-Dihydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha-diol
E1134	row10480;row9085;row9104	row10480_M+HCOONa[1+];row9085_M+H[1+];row9104_M(C13)+H[1+]	C05452	3alpha,7alpha-Dihydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha-diol
E1135	row9669	row9669_M+Na[1+]	C05452	3alpha,7alpha-Dihydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha-diol
E1142	row10169;row9735;row9764;row9787	row10169_M+Na[1+];row9735_M[1+];row9764_M+H[1+];row9787_M(C13)+H[1+]	CE2206;CE2203;C17337	24-oxo-1alpha,25-dihydroxyvitamin D3$25-hydroxyvitamin D3-26,23-lactol$7alpha-Hydroxy-3-oxo-4-cholestenoate
E1145	row9741;row9768	row9741_M[1+];row9768_M+H[1+]	C02477	alpha-Tocopherol; Vitamin E
E1146	row9739;row9767;row9790	row9739_M[1+];row9767_M+H[1+];row9790_M(C13)+H[1+]	C02477	alpha-Tocopherol; Vitamin E
E1152	row3841;row3865;row3867;row3902;row3904	row3841_M[1+];row3865_M+H[1+];row3867_M+H[1+];row3902_M(C13)+H[1+];row3904_M(C13)+H[1+]	pcrn	propionyl-carnitine
E1154	row3890	row3890_M+Na[1+]	C16014	cis-Stilbene oxide
E1155	row3897	row3897_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E1156	row3930;row4466	row3930_M(C13)+H[1+];row4466_M+Na[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E1157	row3896	row3896_M+H[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E1158	row4467	row4467_M+Na[1+]	C00978	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine
E1160	row3930;row3957;row4493	row3930_M+H[1+];row3957_M(C13)+H[1+];row4493_M+Na[1+]	C00864	(R)-Pantothenate
E1162	row3929	row3929_M+H[1+]	C00864	(R)-Pantothenate
E1165	row3954;row3983	row3954_M+H[1+];row3983_M(C13)+H[1+]	C00643	5-Hydroxy-L-tryptophan
E1166	row3953	row3953_M+H[1+]	C00643	5-Hydroxy-L-tryptophan
E1170	row10659;row9453;row9454;row9479	row10659_M+HCOONa[1+];row9453_M+H[1+];row9454_M+H[1+];row9479_M(C13)+H[1+]	C06341;C05458;C05453;CE5530;C05501;C15520;C15518;C05499;C05445	7-alpha,27-Dihydroxycholesterol$7alpha,12alpha-Dihydroxy-5alpha-cholestan-3-one$7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one$7alpha,27-dihydroxycholesterol$20alpha,22beta-Dihydroxycholesterol; (22R)-20alpha,22-Dihydroxycholesterol$7-alpha,25-Dihydroxycholesterol$(24S)-Cholest-5-ene-3beta,7alpha,24-triol$17alpha,20alpha-Dihydroxycholesterol$3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al
E1172	row4009	row4009_M+H[1+]	CE5626	salsolinol 1-carboxylate
E1174	row4555	row4555_M+Na[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E1175	row3983	row3983_M+H[1+]	C01074;C00645;C00140	N-Acetylgalactosamine; N-Acetylchondrosamine; 2-Acetamido-2-deoxygalactose; GalNAc$N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose$N-Acetyl-D-glucosamine
E1179	row4003;row4604;row6099	row4003_M[1+];row4604_M+Na[1+];row6099_M+HCOONa[1+]	C05645	4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate
E1181	row10029	row10029_M+H[1+]	CE7220	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione
E1191	row10055	row10055_M+H[1+]	C04840	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate
E1192	row10054;row10069	row10054_M+H[1+];row10069_M(C13)+H[1+]	C04840	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate
E1193	row10053;row10389;row10954;row4043	row10053_M[1+];row10389_M+Na[1+];row10954_M+HCOONa[1+];row4043_M(C13)+2H[2+]	CE4898	13'-carboxy-gama-tocopherol
E1198	row10439	row10439_M+Na[1+]	C05503;estradiolglc	Estradiol-17beta 3-glucuronide; 17beta-Estradiol 3-(beta-D-glucuronide)$estradiol glucuronide
E1199	row10107	row10107_M+H[1+]	C05503;estradiolglc	Estradiol-17beta 3-glucuronide; 17beta-Estradiol 3-(beta-D-glucuronide)$estradiol glucuronide
E1200	row4681	row4681_M+Na[1+]	ttdcea	tetradecenoate (n-C14:1)
E1207	row10141	row10141_M+H[1+]	C02059	Phylloquinone; Vitamin K1; Phytonadione; 2-Methyl-3-phytyl-1,4-naphthoquinone
E1217	row10172;row10184;row10500;row11023	row10172_M+H[1+];row10184_M(C13)+H[1+];row10500_M+Na[1+];row11023_M+HCOONa[1+]	CE1277;CE1278;CE1279;CE4874	5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol$5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol$5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol$5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol
E1221	row9813	row9813_M+H[1+]	CE2202;C17335	23S,25,26-trihydroxyvitamin D3$
E1222	row10199;row9787	row10199_M+Na[1+];row9787_M[1+]	CE2202;C17335	23S,25,26-trihydroxyvitamin D3$
E1223	row10198;row9812;row9840	row10198_M+Na[1+];row9812_M+H[1+];row9840_M(C13)+H[1+]	CE2202;C17335	23S,25,26-trihydroxyvitamin D3$
E1226	row10508	row10508_M+Na[1+]	CE7145	13'-carboxy-alpha-tocotrienol
E1231	row4767	row4767_M+Na[1+]	C06424	tetradecanoate (n-C14:0)
E1232	row4766	row4766_M+Na[1+]	C06424	tetradecanoate (n-C14:0)
E1233	row4764;row6264	row4764_M+Na[1+];row6264_M+HCOONa[1+]	C06424	tetradecanoate (n-C14:0)
E1234	row4765	row4765_M+Na[1+]	C06424	tetradecanoate (n-C14:0)
E1236	row4193	row4193_M+H[1+]	C03090	5-Phospho-beta-D-ribosylamine
E1239	row10266;row10267;row10882;row9913;row9914;row9937	row10266_M+Na[1+];row10267_M+Na[1+];row10882_M+HCOONa[1+];row9913_M+H[1+];row9914_M+H[1+];row9937_M(C13)+H[1+]	CE1272;C05446	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol$3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane
E1246	row10638;row4529	row10638_M+Na[1+];row4529_M+H+Na[2+]	CE5840;CE5838	$
E1249	row10317;row11148	row10317_M+H[1+];row11148_M+HCOONa[1+]	CE5840;CE5838	$
E1250	row10318	row10318_M+H[1+]	CE5840;CE5838	$
E1252	row4280	row4280_M+H[1+]	C13690	Dopamine 3-O-sulfate
E1253	row4259	row4259_M+H[1+]	C03415	N2-Succinyl-L-ornithine; (2S)-5-Amino-2-(3-carboxypropanoylamino)pentanoic acid
E1256	row10345	row10345_M+H[1+]	C11134;tststeroneglc	Testosterone glucuronide; Testosterone 17beta-(beta-D-glucuronide)$testosterone glucuronide
E1258	row10679	row10679_M+Na[1+]	andrstrnglc;C11135;C11136;5adtststeroneglc;ahandrostanglc	androsterone glucuronide$androsterone glucuronide$Etiocholan-3alpha-ol-17-one 3-glucuronide$5alpha-Dihydrotestosterone glucuronide$Etiocholan-3alpha-ol-17-one 3-glucuronide
E1259	row10680	row10680_M+Na[1+]	andrstrnglc;C11135;C11136;5adtststeroneglc;ahandrostanglc	androsterone glucuronide$androsterone glucuronide$Etiocholan-3alpha-ol-17-one 3-glucuronide$5alpha-Dihydrotestosterone glucuronide$Etiocholan-3alpha-ol-17-one 3-glucuronide
E1260	row10364	row10364_M+H[1+]	C01921	glycocholate
E1265	row10079	row10079_M+H[1+]	estroneglc;C11133	estrone glucuronide$Estrone glucuronide; Estrone 3-glucuronide; Estrone beta-D-glucuronide
E1269	row10689	row10689_M+Na[1+]	CE5995	20-COOH-leukotriene E4
E1273	row4367	row4367_M+H[1+]	CE5627	salsoline-1-carboxylate
E1274	row4367;row4393;row4991	row4367_M+H[1+];row4393_M(C13)+H[1+];row4991_M+Na[1+]	C06868	Carbamazepine
E1276	row10458	row10458_M+H[1+]	CE5547	5-S-glutathionyl-noradrenochrome hydroquinone
E1278	row4365	row4365_M+H[1+]	C02406;C02700	Formylkynurenine$L-Formylkynurenine
E1280	row4395;row5022	row4395_M+H[1+];row5022_M+Na[1+]	alpam	S-aminomethyldihydrolipoamide
E1290	row4416	row4416_M+H[1+]	C07501	Felbamate
E1294	row10525	row10525_M+H[1+]	C11061	retinoyl glucuronide
E1298	row10513	row10513_M+H[1+]	adrncrn	Adrenyl carnitine
E1299	row10798	row10798_M+Na[1+]	adrncrn	Adrenyl carnitine
E1306	row4488;row4515	row4488_M[1+];row4515_M+H[1+]	C04299	D-myo-Inositol 1,2-cyclic phosphate; 1D-myo-Inositol 1,2-cyclic phosphate
E1309	row4523;row4556	row4523_M+H[1+];row4556_M(C13)+H[1+]	C00214	Thymidine
E1310	row4523	row4523_M+Na[1+]	C01239	N-Acetyl-beta-D-glucosaminylamine
E1314	row10643;row10653	row10643_M+H[1+];row10653_M(C13)+H[1+]	CE5546	5-S-glutathionyl-adrenochrome hydroquinone
E1320	row5241	row5241_M+Na[1+]	C00299	Uridine
E1321	row4578;row5240	row4578_M+H[1+];row5240_M+Na[1+]	C00299	Uridine
E1322	row5243	row5243_M+Na[1+]	C00120	Biotin; D-Biotin; Vitamin H; Coenzyme R
E1323	row4579;row4609	row4579_M+H[1+];row4609_M(C13)+H[1+]	C00120	Biotin; D-Biotin; Vitamin H; Coenzyme R
E1325	row10371;row10384	row10371_M+H[1+];row10384_M(C13)+H[1+]	C01246	Dolichyl beta-D-glucosyl phosphate
E1328	row10681;row10692	row10681_M+H[1+];row10692_M(C13)+H[1+]	CE2306;CE2305;CE2304;CE2303	12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate$12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate$10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide$9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate
E1332	row5301	row5301_M+Na[1+]	C00235;C00129	Dimethylallyl diphosphate$Isopentenyl diphosphate
E1333	row5299;row5300	row5299_M+Na[1+];row5300_M+Na[1+]	C00235;C00129	Dimethylallyl diphosphate$Isopentenyl diphosphate
E1334	row4628	row4628_M+H[1+]	C00235;C00129	Dimethylallyl diphosphate$Isopentenyl diphosphate
E1341	row4698;row4725	row4698_M[1+];row4725_M+H[1+]	C00627	Pyridoxine 5'-phosphate
E1343	row4701;row4726	row4701_M[1+];row4726_M+H[1+]	C01136	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide
E1351	row4786;row5475	row4786_M+H[1+];row5475_M+Na[1+]	C00559;C05198	Deoxyadenosine$5'-Deoxyadenosine
E1361	row5608	row5608_M+Na[1+]	CE5308;CE5320	3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate$3-oxo-6(S)-hydroxy-tetradec-8Z-enoate
E1363	row4928	row4928_M+H[1+]	C05841	Nicotinate D-ribonucleoside
E1365	row5664	row5664_M+Na[1+]	C00249	Hexadecanoate (n-C16:0)
E1366	row5661	row5661_M+Na[1+]	C00249	Hexadecanoate (n-C16:0)
E1367	row5659	row5659_M+Na[1+]	C00249	Hexadecanoate (n-C16:0)
E1368	row5660;row5662;row5663;row7097	row5660_M+Na[1+];row5662_M+Na[1+];row5663_M+Na[1+];row7097_M+HCOONa[1+]	C00249	Hexadecanoate (n-C16:0)
E1369	row4941	row4941_M+H[1+]	C00249	Hexadecanoate (n-C16:0)
E1370	row4942	row4942_M+H[1+]	C00249	Hexadecanoate (n-C16:0)
E1371	row5749	row5749_M+Na[1+]	C01075	N-Sulfo-D-glucosamine
E1374	row5019	row5019_M+H[1+]	C00352;C12214	D-Glucosamine 6-phosphate$Aminofructose 6-phosphate; Amino-D-fructose 6-phosphate
E1377	row11001	row11001_M+H[1+]	C16543	NPC
E1384	row5137;row5162	row5137_M[1+];row5162_M+H[1+]	CE1926	gama-carboxyethyl-hydroxychroman
E1386	row5165	row5165_M+H[1+]	CE1926	gama-carboxyethyl-hydroxychroman
E1387	row5146;row6635;row6637	row5146_M+Na[1+];row6635_M+HCOONa[1+];row6637_M+HCOONa[1+]	C00517	Hexadecanal
E1388	row5145;row6636	row5145_M+Na[1+];row6636_M+HCOONa[1+]	C00517	Hexadecanal
E1389	row5147	row5147_M+Na[1+]	C00517	Hexadecanal
E1396	row5904	row5904_M+Na[1+]	C16660	2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline; EMDP
E1399	row5903	row5903_M+Na[1+]	CE5314;CE5326	8(R)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate$8(S)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate
E1400	row5244;row5277	row5244_M[1+];row5277_M+H[1+]	CE2065	acetylcarnosine
E1401	row5275	row5275_M+Na[1+]	C16635	5'-Deoxy-5-fluorocytidine
E1403	row6028	row6028_M+Na[1+]	C00212;C00330	Adenosine$Deoxyguanosine
E1413	row5372	row5372_M+Na[1+]	CE2119;C05643	$6-Hydroxymelatonin
E1415	row11226;row11240	row11226_M+H[1+];row11240_M(C13)+H[1+]	hexccrn	hexacosanoyl carnitine
E1418	row5513	row5513_M+Na[1+]	CE5820	histidyl-prolinamide
E1419	row6282	row6282_M+Na[1+]	C06606	Paraoxon; O,O-Diethyl-O-p-nitrophenylphosphoric acid
E1420	row5535	row5535_M+H[1+]	C06606	Paraoxon; O,O-Diethyl-O-p-nitrophenylphosphoric acid
E1422	row11333;row11341;row11355;row11508;row11509	row11333_M[1+];row11341_M+H[1+];row11355_M(C13)+H[1+];row11508_M+Na[1+];row11509_M+Na[1+]	C04598	Platelet-activating factor
E1423	row5568	row5568_M+Na[1+]	C16582;C16584	2-Hydroxyfelbamate$p-Hydroxyfelbamate
E1424	row5576;row5608	row5576_M[1+];row5608_M+H[1+]	CE1925	3'-carboxy-alpha-chromanol
E1425	row6355	row6355_M+Na[1+]	CE1925	3'-carboxy-alpha-chromanol
E1444	row6390	row6390_M+Na[1+]	C00831	Pantetheine; (R)-Pantetheine
E1445	row6391	row6391_M+Na[1+]	C00831	Pantetheine; (R)-Pantetheine
E1446	row5694	row5694_M+Na[1+]	CE5305;CE5317	3(S),6(R)-dihydroxy-tetradec-8Z-enoate$3(S),6(S)-dihydroxy-tetradec-8Z-enoate
E1447	row6505	row6505_M+Na[1+]	CE5309;CE5321	3-oxo-8(R)-hydroxy-hexadeca-6E,10Z-dienoate$3-oxo-8(S)-hydroxy-hexadeca-6E,10Z-dienoate
E1450	row5737;row5738;row6515	row5737_M[1+];row5738_M[1+];row6515_M+Na[1+]	vacc;ocdcea	vaccenic acid$octadecenoate (n-C18:1)
E1453	row5736;row5765	row5736_M+H[1+];row5765_M(C13)+H[1+]	C01595	linoleic acid (all cis C18:2) n-6
E1454	row5737;row5738;row5764;row6484;row6485	row5737_M+H[1+];row5738_M+H[1+];row5764_M(C13)+H[1+];row6484_M+Na[1+];row6485_M+Na[1+]	C01595	linoleic acid (all cis C18:2) n-6
E1455	row5735;row5763	row5735_M+H[1+];row5763_M(C13)+H[1+]	C01595	linoleic acid (all cis C18:2) n-6
E1458	row5829	row5829_M+H[1+]	C00387	Guanosine
E1462	row6580	row6580_M+Na[1+]	CE5256;CE5251;CE5252;CE5255	estrone-2,3-semiquinone$estrone-3,4-quinone$estrone-2,3-quinone$estrone-3,4-semiquinone
E1468	row5879	row5879_M+H[1+]	C02110;C00376;C16681	11-cis-Retinal; 11-cis-Vitamin A aldehyde; 11-cis-Retinene$Retinal$cis-9-retinal
E1469	row5878	row5878_M+H[1+]	C02110;C00376;C16681	11-cis-Retinal; 11-cis-Vitamin A aldehyde; 11-cis-Retinene$Retinal$cis-9-retinal
E1471	row6590	row6590_M+Na[1+]	C01530	octadecanoate (n-C18:0)
E1473	row6589;row7821	row6589_M+Na[1+];row7821_M+HCOONa[1+]	C01530	octadecanoate (n-C18:0)
E1474	row5882;row5884	row5882_M+H[1+];row5884_M+H[1+]	C01530	octadecanoate (n-C18:0)
E1475	row6626	row6626_M+Na[1+]	CE5254;CE2180;C05300;CE5250;CE5253;CE5249;C05298	17beta-estradiol-2,3-semiquinone$4-hydroxyestrone$16alpha-Hydroxyestrone$17beta-estradiol-2,3-quinone$17beta-estradiol-3,4-semiquinone$17beta-estradiol-3,4-quinone$2-Hydroxyestrone
E1476	row5941	row5941_M+H[1+]	CE5254;CE2180;C05300;CE5250;CE5253;CE5249;C05298	17beta-estradiol-2,3-semiquinone$4-hydroxyestrone$16alpha-Hydroxyestrone$17beta-estradiol-2,3-quinone$17beta-estradiol-3,4-semiquinone$17beta-estradiol-3,4-quinone$2-Hydroxyestrone
E1478	row5947	row5947_M+H[1+]	C00899;C00473	cis-11-retinol$Retinol
E1479	row5945	row5945_M+H[1+]	C00899;C00473	cis-11-retinol$Retinol
E1480	row5910;row5946;row7854	row5910_M[1+];row5946_M+H[1+];row7854_M+HCOONa[1+]	C00899;C00473	cis-11-retinol$Retinol
E1482	row5943;row5973;row6630	row5943_M+H[1+];row5973_M(C13)+H[1+];row6630_M+Na[1+]	andrstndn;C00280	Androstenedione$Androst-4-ene-3,17-dione; Androstenedione; 4-Androstene-3,17-dione
E1486	row6006;row6693	row6006_M+H[1+];row6693_M+Na[1+]	dhea;C03772;C01227;C00674;C00535	Dehydroepiandrosterone$5beta-Androstane-3,17-dione$3beta-Hydroxyandrost-5-en-17-one; Dehydroepiandrosterone; Dehydroisoandrosterone; DHA; DHEA$5alpha-Androstane-3,17-dione; Androstanedione$Testosterone
E1489	row6007;row6042	row6007_M+H[1+];row6042_M(C13)+H[1+]	C15492	all-trans-13,14-Dihydroretinol; 13,14-Dihydroretinol
E1490	row6696	row6696_M+Na[1+]	C15492	all-trans-13,14-Dihydroretinol; 13,14-Dihydroretinol
