"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"5,6-EET","5,6-Epoxy-8,11,14-eicosatrienoic acid","HMDB0002190","5283202","34450","C14768",NA,"CCCCC\C=C/C\C=C/C\C=C/CC1OC1CCCC(O)=O","1"
"13,14-dihydroxy-retinol","NA","NA","NA","NA","NA","NA","NA","0"
"15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate","NA","NA","NA","NA","NA","NA","NA","0"
"12-hydroxyeicosatetraenoate","NA","NA","NA","NA","NA","NA","NA","0"
"12 hydroxy arachidonic acid","12 Hydroxy arachidonic acid","HMDB0060101","131769822",NA,NA,NA,"CCCCC\C=C/C\C(O)=C/C\C=C/C\C=C\CCCC(O)=O","1"
"Dibenzo[a,l]pyrene","Dibenzo[a,l]pyrene","HMDB0060116","9119","35861","C19174",NA,"C1=CC=C2C(=C1)C=C1C=CC3=C4C(=CC=C3)C3=CC=CC=C3C2=C14","1"
"Citalopram","Citalopram","HMDB0005038","2771","77397","C07572","1781","CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1","1"
"5-Fluorodeoxyuridine monophosphate","5-Fluorodeoxyuridine monophosphate","HMDB0060394","8642",NA,"C04242",NA,"O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(F)C(O)=NC1=O","1"
"2,6 dimethylheptanoyl carnitine","2,6 Dimethylheptanoyl carnitine","HMDB0006320","53477823","84095",NA,NA,"CC(C)CCCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"clupanodonic acid","Docosapentaenoic acid (22n-3)","HMDB0006528","5497182","53488","C16513","194","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O","1"
"docosa-4,7,10,13,16-pentaenoic acid (n-6)","NA","NA","NA","NA","NA","NA","NA","0"
"Reduced glutathione","Glutathione","HMDB0000125","124886","16856","C00051","44","N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O","1"
"dUMP","dUMP","HMDB0001409","65063","17622","C00365","6225","O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O","1"
"5(S),6(S)-epoxy-15(R)-HEPE","NA","NA","NA","NA","NA","NA","NA","0"
"5,6-epoxy,18R-HEPE","5,6-epoxy,18R-HEPE","HMDB0062410","46174066","81561","C18175",NA,"[H]\C(C\C([H])=C(\[H])/C(/[H])=C(\[H])[C@]([H])(O)CC)=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])C1([H])OC1([H])CCCC(O)=O","1"
"17alpha-Hydroxyprogesterone","17-Hydroxyprogesterone","HMDB0000374","6238","17252","C01176","5363","[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"11-Deoxycorticosterone","Deoxycorticosterone","HMDB0000016","6166","16973","C03205","5089","[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"11beta-Hydroxyprogesterone","11beta-Hydroxyprogesterone","HMDB0004031","101788","28247","C05498","7005","[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"5(S),6(S)-epoxy-15(S)-hydroxy-7E,9E,11Z,13E-eicosatetraenoic acid anion","NA","NA","NA","NA","NA","NA","NA","0"
"5(S),6(S)-epoxy-15(R)-hydroxyeicosatetraenoate","NA","NA","NA","NA","NA","NA","NA","0"
"5-oxo-6-trans-leukotriene B4","5-Oxo-6-trans-leukotriene B4","HMDB0012824","53481526",NA,NA,NA,"CCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C\C(=O)CCCC(O)=O","1"
"12-oxo-leukotriene B4","NA","NA","NA","NA","NA","NA","NA","0"
"delta12-Prostaglandin J2","NA","NA","NA","NA","NA","NA","NA","0"
"5-oxo-6E-12-epi-LTB4","NA","NA","NA","NA","NA","NA","NA","0"
"5-hydroperoxy-EPA","NA","NA","NA","NA","NA","NA","NA","0"
"15(S)-hydroperoxy-EPE","NA","NA","NA","NA","NA","NA","NA","0"
"15(R)-hydroperoxy-EPE","15(R)-hydroperoxy-EPE","HMDB0062295","23830","42334",NA,NA,"OCCN1CCN(CCS(O)(=O)=O)CC1","1"
"5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate","NA","NA","NA","NA","NA","NA","NA","0"
"leukotriene B5","Leukotriene B5","HMDB0005073","5283125","88493",NA,NA,"CC\C=C/C\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O","1"
"17alpha-Hydroxypregnenolone","17a-Hydroxypregnenolone","HMDB0000363","91451","28750","C05138","5352","[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"17alpha,20alpha-Dihydroxypregn-4-en-3-one","17alpha,20alpha-Dihydroxypregn-4-en-3-one","HMDB0011653","440368","16418","C04518",NA,"[H][C@@]12CC[C@](O)([C@H](C)O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"21-Hydroxypregnenolone","21-Hydroxypregnenolone","HMDB0004026","247020","28043","C05485","7002","[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C","1"
"lipoyllysine","Lipoyllysine","HMDB0012996","53481572","175262",NA,NA,"N[C@H](CCCCNC(=O)CCCCC1CCSS1)C(O)=O","1"
"(3S,7R,11R)-phytanate","NA","NA","NA","NA","NA","NA","NA","0"
"NMN","Nicotinamide ribotide","HMDB0000229","14181","14648","C00455","5238","NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"Glutathione episulfonium ion","Glutathione episulfonium ion","HMDB0060479","159079","34777","C14874",NA,"[H][C@](N)(CCC(O)=N[C@@]([H])(C[S+]1CC1)C(O)=NCC(O)=O)C(O)=O","1"
"Prostaglandin A2","Prostaglandin A2","HMDB0002752","5280880","27820","C05953","3465","CCCCC[C@H](O)\C=C\[C@H]1C=CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"Prostaglandin J2","Prostaglandin J2","HMDB0002710","5280884","27485","C05957","3464","CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)C=CC1=O","1"
"Prostaglandin B2","Prostaglandin B2","HMDB0004236","5288144","28099","C05954",NA,"CCCCC[C@@H](O)\C=C\C1=C(C\C=C/CCCC(O)=O)C(=O)CC1","1"
"Prostaglandin C2","Prostaglandin C2","METPA0724",NA,"27555","C05955",NA,NA,"1"
"21-hydroxyallopregnanolone","21-hydroxyallopregnanolone",NA,"11957655",NA,NA,NA,"C12CC(O)C1CCC1C2CC2(C)C1CC2C(=O)CO","1"
"omega-carboxy-trinor-leukotriene B4","Omega-Carboxy-trinor-leukotriene B4","HMDB0013032","53481589","172560",NA,NA,"O[C@H](CCCC(O)=O)\C=C/C=C/C=C/[C@@H](O)C\C=C/CCC(O)=O","1"
"4-oxo-9-cis-retinoate","NA","NA","NA","NA","NA","NA","NA","0"
"Nicotinate D-ribonucleotide","Nicotinic acid mononucleotide","HMDB0001132","121992","37008","C01185","6026","O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)[N+]1=CC=CC(=C1)C(O)=O","1"
"Dihydropteroate","7,8-Dihydropteroic acid","HMDB0001412","170","4581","C00921","6228","NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(O)=O)CN2)C(=O)N1","1"
"15-hydroperoxyeicosa-8Z,11Z,13E-trienoate","15-Hydroperoxyeicosa-8Z,11Z,13E-trienoate","HMDB0060106","131769824",NA,NA,NA,"CCCCCC(OO)\C=C\C=C/C\C=C/CCCCCCC(O)=O","1"
"10,11-dihydro-12-epi-leukotriene B4","NA","NA","NA","NA","NA","NA","NA","0"
"10,11-dihydro-leukotriene B4","10,11-dihydro-leukotriene B4","HMDB0012504","53481449",NA,NA,NA,"CCCCC\C=C/C[C@H](O)CC\C=C\C=C/[C@H](O)CCCC(O)=O","1"
"6,7-dihydro-leukotriene B4","NA","NA","NA","NA","NA","NA","NA","0"
"leukotriene A5","NA","NA","NA","NA","NA","NA","NA","0"
"rac-5,6-epoxy-retinoate","NA","NA","NA","NA","NA","NA","NA","0"
"5-oxo-EPE","NA","NA","NA","NA","NA","NA","NA","0"
"5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide","Phosphoribosyl formamidocarboxamide","HMDB0001439","166760","18381","C04734","6247","NC(=O)C1=C(NC=O)N(C=N1)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O","1"
"5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate","5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylic acid","HMDB0006273","165388","28413","C04751",NA,"NC1=C(N=CN1[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O)C(O)=O","1"
"Leukotriene A4","Leukotriene A4","HMDB0001337","5280383","15651","C00909","3449","CCCCC\C=C/C\C=C/C=C/C=C/[C@@H]1O[C@H]1CCCC(O)=O","1"
"5-Fluorouridine monophosphate","5-Fluorouridine monophosphate","HMDB0060397","150856","40101","C16634",NA,"O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(F)C(O)=NC1=O","1"
"N,N-Didesmethyltamoxifen","N-Didesmethyl-tamoxifen","HMDB0061086","3036172","80556","C16548",NA,"CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN)C=C1)C1=CC=CC=C1","1"
"11-Dehydrocorticosterone","11-Dehydrocorticosterone","HMDB0004029","13783449",NA,"C05490","7003","[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"N-((R)-Pantothenoyl)-L-cysteine","D-Pantothenoyl-L-cysteine","HMDB0006834","440217","18416","C04079",NA,"CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(O)=O","1"
"3',5'-Cyclic GMP","Cyclic GMP","HMDB0001314","24316","16356","C00942","6152","NC1=NC2=C(N=CN2[C@@H]2O[C@@H]3COP(O)(=O)O[C@H]3[C@H]2O)C(=O)N1","1"
"11-Deoxycortisol","Cortexolone","HMDB0000015","440707","28324","C05488","5088","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"21-Deoxycortisol","21-Deoxycortisol","HMDB0004030","222803",NA,"C05497","7004","[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"21-Hydroxy-5beta-pregnane-3,11,20-trione","21-Hydroxy-5b-pregnane-3,11,20-trione","HMDB0006756","24779614","88767","C05477",NA,"[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C","1"
"Corticosterone","Corticosterone","HMDB0001547","5753","16827","C02140","6314","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])[C@@]([H])(O)C[C@]12C)C(=O)CO","1"
"Anandamide","Anandamide","HMDB0004080","5281969","2700","C11695",NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO","1"
"20-oxo-leukotriene B4","20-oxo-leukotriene B4","HMDB0012641","6449839","63979",NA,NA,"O[C@@H](CCCC(O)=O)\C=C/C=C/C=C/[C@H](O)C\C=C/CCCCC=O","1"
"12-oxo-20-hydroxy-leukotriene B4","12-Oxo-20-hydroxy-leukotriene B4","HMDB0012552","53481459",NA,NA,NA,"OCCCCC\C=C/CC(=O)\C=C\C=C\C=C/[C@H](O)CCCC(O)=O","1"
"15-oxo-lipoxin A4","15-Oxo-lipoxin A4","HMDB0012590","53481477",NA,NA,NA,"CCCCCC(=O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@H](O)CCCC(O)=O","1"
"20-hydroxy-leukotriene B5","NA","NA","NA","NA","NA","NA","NA","0"
"15-epi-lipoxin B5","15-Epi-lipoxin B5","HMDB0012588","53481476",NA,NA,NA,"CC\C=C/C[C@@H](O)[C@H](O)\C=C\C=C\C=C/C=C/[C@H](O)CCCC(O)=O","1"
"15-epi-lipoxin A5","NA","NA","NA","NA","NA","NA","NA","0"
"PGH3","Prostaglandin H3","HMDB0013040","101600091","134407","C00427",NA,"CC\C=C/C[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC(O)=O","1"
"Estrone 3-sulfate","Estrone sulfate","HMDB0001425","3001028","17474","C02538","3556","C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OS(O)(=O)=O)=C4)[C@@H]1CCC2=O","1"
"(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate","15-Keto-prostaglandin E2","HMDB0003175","5280719","15547","C04707","2309","CCCCCC(=O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"Prostaglandin E3","Prostaglandin E3","HMDB0002664","5280937","28031","C06439","3494","CC\C=C/C[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"Tetrahydrocorticosterone","Tetrahydrocorticosterone","HMDB0000268","9863245",NA,"C05476","5267","[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C","1"
"cAMP","Cyclic AMP","HMDB0000058","6076","17489","C00575","5120","[H][C@@]12COP(O)(=O)O[C@@]1([H])[C@@H](O)[C@@H](O2)N1C=NC2=C1N=CN=C2N","1"
"20-OH-hepoxilin A3","NA","NA","NA","NA","NA","NA","NA","0"
"5,12,20-TriHETE","20-Hydroxy-leukotriene B4","HMDB0001509","5280745","15646","C04853","6287","OCCCCC\C=C/C[C@@H](O)\C=C\C=C\C=C/[C@@H](O)CCCC(O)=O","1"
"15-epi-lipoxin B4","Lipoxin B4","HMDB0005082","5280915","6499","C06315",NA,"CCCCC[C@H](O)[C@H](O)\C=C\C=C\C=C/C=C/[C@@H](O)CCCC(O)=O","1"
"15-epi-lipoxin A4","15-Epi-lipoxin A4","HMDB0012587","52224362",NA,NA,NA,"CCCCC[C@@H](O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@H](O)CCCC(O)=O","1"
"13,14-dihydro-15-oxo-lipoxin A4","13,14-Dihydro-15-oxo-lipoxin A4","HMDB0012564","53481470",NA,NA,NA,"CCCCCC(=O)CC\C=C/C=C/C=C/[C@@H](O)[C@H](O)CCCC(O)=O","1"
"Prostaglandin D2","Prostaglandin D2","HMDB0001403","448457","15555","C00696","6221","[H][C@](O)(CCCCC)\C=C\[C@@]1([H])C(=O)C[C@]([H])(O)[C@]1([H])C\C=C/CCCC(O)=O","1"
"w-hydroxyl leukotriene B4","NA","NA","NA","NA","NA","NA","NA","0"
"Lipoxin B4","Lipoxin B4","HMDB0005082","5280915","6499","C06315",NA,"CCCCC[C@H](O)[C@H](O)\C=C\C=C\C=C/C=C/[C@@H](O)CCCC(O)=O","1"
"Lipoxin A4","Lipoxin A4","HMDB0004385","5280914","6498","C06314","7058","CCCCC[C@H](O)\C=C\C=C/C=C/C=C/[C@@H](O)[C@@H](O)CCCC(O)=O","1"
"Prostaglandin E2","Prostaglandin E2","HMDB0001220","5280360","15551","C00584","6089","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O","1"
"(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate","(13E)-11a-Hydroxy-9,15-dioxoprost-13-enoic acid","HMDB0001320","5280710","15548","C04654","6157","CCCCCC(=O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O","1"
"(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate","(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate","HMDB0012481","53481436","15550","C04671",NA,"CCCCCC(=O)CC[C@@H]1[C@@H](O)CC(=O)[C@H]1C\C=C/CCCC(O)=O","1"
"Prostaglandin I2","Prostaglandin I2","HMDB0001335","5282411","15552","C01312","778","CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2OC(C[C@H]12)=CCCCC(O)=O","1"
"Thromboxane A2","Thromboxane A2","HMDB0001452","5280497","15627","C02198","6253","CCCCC[C@H](O)\C=C\[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C\C=C/CCCC(O)=O","1"
"Prostaglandin H2","Prostaglandin H2","HMDB0001381","445049","15554","C00427","3495","CCCCC[C@H](O)\C=C\[C@H]1[C@H]2C[C@H](OO2)[C@@H]1C\C=C/CCCC(O)=O","1"
"adrenic acid","Adrenic acid","HMDB0002226","5497181","53487","C16527","6560","CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(O)=O","1"
"4,8 dimethylnonanoyl carnitine","4,8 Dimethylnonanoyl carnitine","HMDB0006202","53477801","63874",NA,NA,"CC(C)CCCC(C)CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C","1"
"S-Formylglutathione","S-Formylglutathione","HMDB0001550","189122","16225","C01031","3469","N[C@@H](CCC(=O)N[C@@H](CSC=O)C(=O)NCC(O)=O)C(O)=O","1"
"N-Desmethyltamoxifen","N-Desmethyltamoxifen","HMDB0013866","6378383","80554","C16546",NA,"CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1","1"
"kinetensin 1-3","Kinetensin 1-3","HMDB0012983","134159843","158128",NA,NA,"CC[C@H](C)[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O","1"
"tetracosatetraenoic acid n-6","Tetracosatetraenoic acid (24:4n-6)","HMDB0006246","52921800","77526",NA,NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O","1"
"Cortisone","Cortisone","HMDB0002802","222786","16962","C00762","271","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"Aldosterone","Aldosterone","HMDB0000037","5839","27584","C01780","418","[H][C@@]12CC[C@H](C(=O)CO)[C@]1(C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C=O","1"
"12-oxo-20-carboxy-leukotriene B4","12-Oxo-20-carboxy-leukotriene B4","HMDB0012550","53481457",NA,NA,NA,"O[C@H](CCCC(O)=O)\C=C/C=C/C=C/C(=O)C\C=C/CCCCC(O)=O","1"
"N-arachidonoylglycine","N-Arachidonoylglycine","HMDB0005096","5283389","58961",NA,NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCC(O)=O","1"
"18-Hydroxycorticosterone","18-Hydroxycorticosterone","HMDB0000319","11222","16485","C01124","5308","[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(CO)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione","17a,21-Dihydroxy-5b-pregnane-3,11,20-trione","HMDB0006758","65554","18093","C05469",NA,"[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C","1"
"Cortisol","Cortisol","HMDB0000063","5754","17650","C00735","5124","[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C","1"
"11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al","11b,21-Dihydroxy-3,20-oxo-5b-pregnan-18-al","HMDB0006754","53477896",NA,"C05473",NA,"[H][C@@]12CCC(C(=O)CO)C1(CC(O)[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C)C=O","1"
"20-carboxy-leukotriene-B4","NA","NA","NA","NA","NA","NA","NA","0"
"12-oxo-10,11-dihydro-20-COOH-LTB4","12-oxo-10,11-dihydro-20-COOH-LTB4","HMDB0012549","53481456",NA,NA,NA,"O[C@H](CCCC(O)=O)\C=C/C=C/CCC(=O)C\C=C/CCCCC(O)=O","1"
"12-oxo-20-dihydroxy-leukotriene B4","12-oxo-20-dihydroxy-leukotriene B4","HMDB0012551","53481458",NA,NA,NA,"OC(O)CCCC\C=C/CC(=O)\C=C\C=C\C=C/[C@H](O)CCCC(O)=O","1"
"Dolichol diphosphate","Dolichyl diphosphate","HMDB0001513","24892721","15750","C00621","6290","CC(CCOP(O)(=O)OP(O)(O)=O)CC\C=C(\C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C","1"
"Melibiitol","Melibiitol","HMDB0006791","440655","27527","C05399",NA,"OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O","1"
"4-hydroxy-all-trans-retinyl acetate","4-Hydroxy-all-trans-retinyl acetate","HMDB0060112","131769827",NA,NA,NA,"CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C(O)CCC1(C)C","1"
"20-dihydroxyleukotriene B4","20-dihydroxyleukotriene B4","HMDB0012635","53481509",NA,NA,NA,"OC(O)CCCC\C=C/C[C@H](O)\C=C\C=C\C=C/[C@H](O)CCCC(O)=O","1"
"11-dehydrothromboxane B2","11-Dehydro-thromboxane B2","HMDB0004242","53477781","28667","C05964","7037","CCCCC[C@H](O)\C=C\[C@H]1OC(=O)C[C@H](O)[C@@H]1C\C=C\CCCC(O)=O","1"
"3beta-Hydroxyandrost-5-en-17-one 3-sulfate","Dehydroepiandrosterone sulfate","HMDB0001032","12594","16814","C04555","4095","[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OS(O)(=O)=O","1"
"IMP","Inosinic acid","HMDB0000175","8582","17202","C00130","5196","O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CNC2=O","1"
"Tamoxifen","Tamoxifen","HMDB0014813","2733526","41774","C07108",NA,"CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1","1"
"S-(Formylmethyl)glutathione","S-(Formylmethyl)glutathione","HMDB0060507","11954074","34962","C14871",NA,"[H][C@](N)(CCC(O)=N[C@@]([H])(CSCC=O)C(O)=NCC(O)=O)C(O)=O","1"
"tetradecanoyl carnitine","NA","NA","NA","NA","NA","NA","NA","0"
"alpha-Hydroxy-N-desmethyltamoxifen","alpha-Hydroxy-N-desmethyltamoxifen","HMDB0060668","10474509","80557","C16549",NA,"CNCCOC1=CC=C(C=C1)C(=C(\C(C)O)C1=CC=CC=C1)\C1=CC=CC=C1","1"
"4-Hydroxy-N-desmethyltamoxifen","Endoxifen","HMDB0060666","10090750",NA,"C16547",NA,"CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCNC)C=C1)C1=CC=CC=C1","1"
"3alpha-Hydroxy-5beta-cholanate","Lithocholic acid","HMDB0000761","9903","16325","C03990","209","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O","1"
"nisinate","Tetracosahexaenoic acid","HMDB0002007","11792612","77366",NA,"6430","CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O","1"
"tetracosahexaenoic acid, n-3","Tetracosahexaenoic acid, n-3","HMDB0060117","131769829",NA,NA,NA,"CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C=C\CCCCCC(O)=O","1"
"Sphingosine 1-phosphate","Sphingosine 1-phosphate","HMDB0000277","5283560","37550","C06124","5272","CCCCCCCCCCCCC\C=C\[C@@H](O)[C@@H](N)COP(O)(O)=O","1"
"tetracosapentaenoic acid, n-6","NA","NA","NA","NA","NA","NA","NA","0"
"6,9,12,15,18-all-cis-tetracosapentaenoate","Tetracosapentaenoic acid (24:5n-6)","HMDB0006322","14505435","77527",NA,NA,"CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC(O)=O","1"
"tetracosapentaenoic acid, n-3","NA","NA","NA","NA","NA","NA","NA","0"
"2-Arachidonoylglycerol","MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)","HMDB0004666","5282280","52392","C13856",NA,"[H]C(CO)(CO)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC","1"
"Pantetheine 4'-phosphate","Pantetheine 4'-phosphate","HMDB0001416","115254","4222","C01134",NA,"CC(C)(COP(O)(O)=O)[C@@H](O)C(=O)NCCC(=O)NCCS","1"
"24,25,26,27-tetranor-23-oxo-hydroxyvitamin D3","24,25,26,27-Tetranor-23-oxo-hydroxyvitamin D3","HMDB0060114","131769828",NA,NA,NA,"C[C@@H](CC=O)[C@@H]1CC[C@@H]2\C(CCC[C@@]12C)=C\C=C1/C[C@@H](O)C[C@@H](O)C1=C","1"
"Sphinganine 1-phosphate","Sphinganine 1-phosphate","HMDB0001383","644260","16893","C01120","3512","CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)COP(O)(O)=O","1"
"Desmosterol","Desmosterol","HMDB0002719","439577","17737","C01802","423","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C","1"
"Cholest-4-en-3-one","Cholestenone","HMDB0000921","91477","16175","C00599","3898","[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"Zymosterol","Zymosterol intermediate 2","HMDB0006271","92746","18252","C05437",NA,"[H][C@@](C)(CCC=C(C)C)[C@@]1([H])CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@]1([H])CC3","1"
"5alpha-Cholesta-7,24-dien-3beta-ol","5alpha-Cholesta-7,24-dien-3beta-ol","HMDB0006842","5459827","16290","C05439","5928","[H][C@@]1(CC[C@@]2([H])C3=CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC=C(C)C","1"
"Cholesta-5,7-dien-3beta-ol","7-Dehydrocholesterol","HMDB0000032","439423","17759","C01164","5101","[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C","1"
"Vitamin D3","Vitamin D3","HMDB0000876","5280795","28940","C05443","222","[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C","1"
